State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
NH,2020,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",346,100,0.022200844,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,354
NH,2020,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44,100,0.022200844,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,45
NH,2020,December,12 month-ending,Heroin (T40.1),,100,0.022200844,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,December,12 month-ending,Number of Drug Overdose Deaths,393,100,0.022200844,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,402
NH,2020,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",347,100,0.022200844,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,355
NH,2020,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",333,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,340
NH,2020,February,12 month-ending,Heroin (T40.1),,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,February,12 month-ending,Number of Drug Overdose Deaths,389,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,397
NH,2020,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,44
NH,2020,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),36,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,37
NH,2020,February,12 month-ending,Psychostimulants with abuse potential (T43.6),59,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,61
NH,2020,February,12 month-ending,Number of Deaths,12367,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",353,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,360
NH,2020,February,12 month-ending,Percent with drugs specified,99.74293059,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,February,12 month-ending,Cocaine (T40.5),65,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,67
NH,2020,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",353,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,360
NH,2020,February,12 month-ending,Methadone (T40.3),10,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,11
NH,2020,January,12 month-ending,Number of Drug Overdose Deaths,397,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,406
NH,2020,January,12 month-ending,Cocaine (T40.5),67,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,69
NH,2020,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",357,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,364
NH,2020,January,12 month-ending,Heroin (T40.1),,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",336,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,343
NH,2020,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,44
NH,2020,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),34,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,35
NH,2020,January,12 month-ending,Methadone (T40.3),11,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,12
NH,2020,January,12 month-ending,Psychostimulants with abuse potential (T43.6),60,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,62
NH,2020,January,12 month-ending,Number of Deaths,12393,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,January,12 month-ending,Percent with drugs specified,99.74811083,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",357,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,364
NH,2020,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,50
NH,2020,July,12 month-ending,Cocaine (T40.5),70,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,72
NH,2020,July,12 month-ending,Psychostimulants with abuse potential (T43.6),69,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,71
NH,2020,July,12 month-ending,Percent with drugs specified,100,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,July,12 month-ending,Methadone (T40.3),18,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,19
NH,2020,July,12 month-ending,Number of Deaths,13067,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),33,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,34
NH,2020,July,12 month-ending,Heroin (T40.1),,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",380,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,388
NH,2020,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",381,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,389
NH,2020,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",356,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,363
NH,2020,July,12 month-ending,Number of Drug Overdose Deaths,429,100,0.007652866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,438
NH,2020,June,12 month-ending,Cocaine (T40.5),63,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,65
NH,2020,June,12 month-ending,Methadone (T40.3),13,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,14
NH,2020,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",366,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,374
NH,2020,June,12 month-ending,Number of Drug Overdose Deaths,412,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,421
NH,2020,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,44
NH,2020,June,12 month-ending,Psychostimulants with abuse potential (T43.6),67,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,69
NH,2020,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),32,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,33
NH,2020,June,12 month-ending,Percent with drugs specified,100,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",365,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,373
NH,2020,June,12 month-ending,Number of Deaths,12921,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,June,12 month-ending,Heroin (T40.1),,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",342,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,349
NH,2020,March,12 month-ending,Heroin (T40.1),,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,March,12 month-ending,Number of Drug Overdose Deaths,391,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,399
NH,2020,March,12 month-ending,Number of Deaths,12392,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),36,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,37
NH,2020,March,12 month-ending,Percent with drugs specified,99.74424552,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",332,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,339
NH,2020,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",353,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,360
NH,2020,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,44
NH,2020,March,12 month-ending,Methadone (T40.3),10,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,11
NH,2020,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",352,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,359
NH,2020,March,12 month-ending,Cocaine (T40.5),67,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,69
NH,2020,March,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,68
NH,2020,May,12 month-ending,Cocaine (T40.5),65,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,67
NH,2020,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",372,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,380
NH,2020,May,12 month-ending,Methadone (T40.3),13,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,14
NH,2020,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),34,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,35
NH,2020,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",371,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,379
NH,2020,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,45
NH,2020,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",348,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,355
NH,2020,May,12 month-ending,Number of Drug Overdose Deaths,413,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,422
NH,2020,May,12 month-ending,Number of Deaths,12708,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,May,12 month-ending,Psychostimulants with abuse potential (T43.6),64,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,66
NH,2020,May,12 month-ending,Heroin (T40.1),,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,May,12 month-ending,Percent with drugs specified,100,100,0,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,November,12 month-ending,Methadone (T40.3),18,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,19
NH,2020,November,12 month-ending,Psychostimulants with abuse potential (T43.6),60,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,62
NH,2020,November,12 month-ending,Number of Drug Overdose Deaths,406,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,415
NH,2020,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),36,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,37
NH,2020,November,12 month-ending,Percent with drugs specified,99.75369458,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,November,12 month-ending,Number of Deaths,13281,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",51,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,53
NH,2020,November,12 month-ending,Heroin (T40.1),,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",357,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,365
NH,2020,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",358,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,366
NH,2020,November,12 month-ending,Cocaine (T40.5),53,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,55
NH,2020,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",333,100,0.02258866,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,340
NH,2020,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",358,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,366
NH,2020,October,12 month-ending,Heroin (T40.1),,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",334,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,341
NH,2020,October,12 month-ending,Psychostimulants with abuse potential (T43.6),58,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,60
NH,2020,October,12 month-ending,Number of Drug Overdose Deaths,407,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,416
NH,2020,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),34,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,35
NH,2020,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,52
NH,2020,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",359,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,367
NH,2020,October,12 month-ending,Methadone (T40.3),20,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,21
NH,2020,October,12 month-ending,Number of Deaths,13145,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,October,12 month-ending,Percent with drugs specified,99.75429975,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,October,12 month-ending,Cocaine (T40.5),56,100,0.015214911,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,58
NH,2020,September,12 month-ending,Heroin (T40.1),,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
NH,2020,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",368,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,376
NH,2020,September,12 month-ending,Percent with drugs specified,100,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",342,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,349
NH,2020,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",367,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,375
NH,2020,September,12 month-ending,Psychostimulants with abuse potential (T43.6),65,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,67
NH,2020,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,52
NH,2020,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),35,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,36
NH,2020,September,12 month-ending,Cocaine (T40.5),61,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,63
NH,2020,September,12 month-ending,Number of Deaths,13133,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,
NH,2020,September,12 month-ending,Number of Drug Overdose Deaths,418,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,427
NH,2020,September,12 month-ending,Methadone (T40.3),19,100,0.007614406,New Hampshire,Numbers may differ from published reports using final data. See Technical Notes.,**,20
NJ,2020,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),386,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,398
NJ,2020,April,12 month-ending,Percent with drugs specified,98.25282631,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",2611,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2680
NJ,2020,April,12 month-ending,Heroin (T40.1),979,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,1008
NJ,2020,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2526,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2593
NJ,2020,April,12 month-ending,Methadone (T40.3),110,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,114
NJ,2020,April,12 month-ending,Cocaine (T40.5),938,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,963
NJ,2020,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",485,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,499
NJ,2020,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",2347,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2408
NJ,2020,April,12 month-ending,Number of Drug Overdose Deaths,2919,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2996
NJ,2020,April,12 month-ending,Psychostimulants with abuse potential (T43.6),235,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,242
NJ,2020,April,12 month-ending,Number of Deaths,87906,100,0.11148272,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,August,12 month-ending,Heroin (T40.1),856,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,882
NJ,2020,August,12 month-ending,Percent with drugs specified,98.53442399,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,August,12 month-ending,Number of Deaths,92098,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",2643,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2713
NJ,2020,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2584,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2652
NJ,2020,August,12 month-ending,Cocaine (T40.5),906,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,930
NJ,2020,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",458,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,472
NJ,2020,August,12 month-ending,Number of Drug Overdose Deaths,2934,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,3011
NJ,2020,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",2428,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2491
NJ,2020,August,12 month-ending,Methadone (T40.3),118,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,122
NJ,2020,August,12 month-ending,Psychostimulants with abuse potential (T43.6),254,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,262
NJ,2020,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),348,100,0.109665791,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,358
NJ,2020,December,12 month-ending,Methadone (T40.3),133,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,137
NJ,2020,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),331,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,341
NJ,2020,December,12 month-ending,Percent with drugs specified,98.22506212,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,December,12 month-ending,Psychostimulants with abuse potential (T43.6),262,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,270
NJ,2020,December,12 month-ending,Cocaine (T40.5),842,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,866
NJ,2020,December,12 month-ending,Number of Deaths,95555,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",2324,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2387
NJ,2020,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2489,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2557
NJ,2020,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",449,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,463
NJ,2020,December,12 month-ending,Heroin (T40.1),690,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,711
NJ,2020,December,12 month-ending,Number of Drug Overdose Deaths,2817,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2893
NJ,2020,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",2532,100,0.12348909,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2601
NJ,2020,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",2267,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2330
NJ,2020,February,12 month-ending,Heroin (T40.1),1010,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,1041
NJ,2020,February,12 month-ending,Number of Drug Overdose Deaths,2838,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2917
NJ,2020,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",466,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,481
NJ,2020,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),365,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,376
NJ,2020,February,12 month-ending,Psychostimulants with abuse potential (T43.6),212,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,219
NJ,2020,February,12 month-ending,Number of Deaths,74389,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2448,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2516
NJ,2020,February,12 month-ending,Percent with drugs specified,98.41437632,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,February,12 month-ending,Cocaine (T40.5),910,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,936
NJ,2020,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",2548,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2619
NJ,2020,February,12 month-ending,Methadone (T40.3),113,100,0.134428477,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,117
NJ,2020,January,12 month-ending,Number of Drug Overdose Deaths,2843,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2923
NJ,2020,January,12 month-ending,Cocaine (T40.5),915,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,942
NJ,2020,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",2549,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2621
NJ,2020,January,12 month-ending,Heroin (T40.1),1027,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,1059
NJ,2020,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",2274,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2337
NJ,2020,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",456,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,470
NJ,2020,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),356,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,367
NJ,2020,January,12 month-ending,Methadone (T40.3),110,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,114
NJ,2020,January,12 month-ending,Psychostimulants with abuse potential (T43.6),210,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,217
NJ,2020,January,12 month-ending,Number of Deaths,74408,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,January,12 month-ending,Percent with drugs specified,98.55786141,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2449,100,0.139769917,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,2518
NJ,2020,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",467,100,0.109753977,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,481
NJ,2020,July,12 month-ending,Cocaine (T40.5),930,100,0.109753977,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,955
NJ,2020,July,12 month-ending,Psychostimulants with abuse potential (T43.6),257,100,0.109753977,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,265
NJ,2020,July,12 month-ending,Percent with drugs specified,98.55413584,100,0.109753977,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,
NJ,2020,July,12 month-ending,Methadone (T40.3),121,100,0.109753977,New Jersey,Numbers may differ from published reports using final data. See Technical Notes.,**,125
